,KIC,n,l,Freq,e_Freq,E_Freq,Amp,e_Amp,E_Amp,Width,e_Width,E_Width,l_lnK,lnK,source,f,f_e,g,g_e,A,A_e,H,H_e,flag
1770,9139163,22,1,1906.76,0.23,0.21,,,,,,,>,6.0,L,,,,,,,,,empty
1771,9139163,22,2,1943.82,0.59,0.6,,,,,,,>,6.0,L,,,,,,,,,empty
1772,9139163,23,0,1949.41,0.34,0.3,3.1,0.1,0.08,6.0,0.56,0.46,>,6.0,L,,,,,,,,,empty
1773,9139163,23,1,1989.01,0.26,0.21,,,,,,,>,6.0,L,,,,,,,,,empty
1774,9139163,23,2,2025.65,0.82,0.74,,,,,,,>,6.0,L,,,,,,,,,empty
1775,9139163,24,0,2032.78,0.4,0.41,2.9,0.08,0.1,7.75,0.67,0.66,>,6.0,L,,,,,,,,,empty
1776,9139163,24,1,2071.87,0.3,0.31,,,,,,,>,6.0,L,,,,,,,,,empty
1777,9139163,24,2,2107.35,0.86,0.71,,,,,,,>,6.0,L,,,,,,,,,empty
1778,9139163,25,0,2114.75,0.43,0.39,2.72,0.1,0.08,7.37,0.77,0.85,>,6.0,L,,,,,,,,,empty
1779,9139163,25,1,2153.13,0.35,0.35,,,,,,,>,6.0,L,,,,,,,,,empty
1780,9139163,25,2,2189.57,1.13,1.08,,,,,,,>,6.0,L,,,,,,,,,empty
1781,9139163,26,0,2195.37,0.52,0.59,2.28,0.08,0.09,8.15,0.75,1.1,>,6.0,L,,,,,,,,,empty
1782,9139163,26,1,2235.53,0.39,0.38,,,,,,,>,6.0,L,,,,,,,,,empty
1783,9139163,26,2,2270.42,1.29,1.09,,,,,,,,2.51,L,,,,,,,,,empty
1784,9139163,27,0,2278.65,0.51,0.55,1.97,0.09,0.1,6.54,0.96,1.27,>,6.0,L,,,,,,,,,empty
1785,9139163,27,1,2317.28,0.52,0.54,,,,,,,>,6.0,L,,,,,,,,,empty
1786,9139163,27,2,2353.24,1.63,1.63,,,,,,,,1.76,L,,,,,,,,,empty
1787,9139163,28,0,2359.0,1.53,1.36,1.61,0.08,0.09,11.42,1.81,1.75,,4.25,L,,,,,,,,,empty
1788,9139163,28,1,2400.57,0.8,0.79,,,,,,,>,6.0,L,,,,,,,,,empty
1789,9139163,28,2,2438.56,1.56,0.72,,,,,,,>,6.0,L,,,,,,,,,empty
1790,9139163,29,0,2445.1,0.91,1.13,1.34,0.05,0.09,8.2,1.37,1.38,,4.21,L,,,,,,,,,empty
1791,9139163,29,1,2486.48,0.74,0.89,,,,,,,,3.51,L,,,,,,,,,empty
1792,9206432,13,1,1231.6,0.86,0.87,,,,,,,>,6.0,L,,,,,,,,,empty
1793,9206432,13,2,1268.84,1.37,1.47,,,,,,,>,6.0,L,,,,,,,,,empty
1794,9206432,14,0,1274.02,0.93,1.1,1.87,0.1,0.2,4.45,1.0,1.59,,3.04,L,,,,,,,,,empty
1795,9206432,14,1,1313.2,0.46,0.47,,,,,,,>,6.0,L,,,,,,,,,empty
1796,9206432,14,2,1348.11,2.35,2.03,,,,,,,,2.53,L,,,,,,,,,empty
1797,9206432,15,0,1356.51,0.7,0.73,2.37,0.17,0.18,5.34,1.21,1.07,>,6.0,L,,,,,,,,,empty
1798,9206432,15,1,1394.89,0.52,0.48,,,,,,,>,6.0,L,,,,,,,,,empty
1799,9206432,15,2,1433.56,0.88,0.92,,,,,,,>,6.0,L,,,,,,,,,empty
1800,9206432,16,0,1441.09,0.23,0.3,2.28,0.19,0.17,2.42,0.52,0.88,>,6.0,L,,,,,,,,,empty
1801,9206432,16,1,1479.62,0.33,0.32,,,,,,,>,6.0,L,,,,,,,,,empty
1802,9206432,16,2,1519.81,1.67,1.81,,,,,,,,2.08,L,,,,,,,,,empty
1803,9206432,17,0,1525.11,0.78,0.8,2.6,0.19,0.16,6.29,1.31,1.18,>,6.0,L,,,,,,,,,empty
1804,9206432,17,1,1563.79,0.37,0.4,,,,,,,>,6.0,L,,,,,,,,,empty
1805,9206432,17,2,1603.03,1.02,0.92,,,,,,,,2.6,L,,,,,,,,,empty
1806,9206432,18,0,1612.47,0.48,0.49,2.96,0.13,0.2,4.72,0.82,0.97,>,6.0,L,,,,,,,,,empty
1807,9206432,18,1,1651.62,0.32,0.29,,,,,,,>,6.0,L,,,,,,,,,empty
1808,9206432,18,2,1688.12,0.84,0.83,,,,,,,>,6.0,L,,,,,,,,,empty
1809,9206432,19,0,1696.6,0.49,0.48,3.24,0.15,0.2,4.72,0.66,0.86,>,6.0,L,,,,,,,,,empty
1810,9206432,19,1,1735.83,0.29,0.34,,,,,,,>,6.0,L,,,,,,,,,empty
1811,9206432,19,2,1773.62,0.86,0.8,,,,,,,>,6.0,L,,,,,,,,,empty
1812,9206432,20,0,1782.06,0.44,0.45,3.68,0.17,0.18,6.05,0.63,0.86,>,6.0,L,,,,,,,,,empty
1813,9206432,20,1,1819.9,0.37,0.34,,,,,,,>,6.0,L,,,,,,,,,empty
1814,9206432,20,2,1859.52,1.06,1.13,,,,,,,>,6.0,L,,,,,,,,,empty
1815,9206432,21,0,1864.77,0.42,0.43,3.67,0.2,0.14,6.05,0.68,1.1,>,6.0,L,,,,,,,,,empty
1816,9206432,21,1,1903.08,0.35,0.3,,,,,,,>,6.0,L,,,,,,,,,empty
1817,9206432,21,2,1942.39,1.82,1.41,,,,,,,,2.49,L,,,,,,,,,empty
1818,9206432,22,0,1948.61,0.36,0.38,3.67,0.14,0.2,5.97,0.92,1.07,>,6.0,L,,,,,,,,,empty
